income_total,DAYS_BIRTH,family_size,begin_month,credit
225000.0,-19972,2.0,-37.0,2.0
225000.0,-17317,3.0,-4.0,2.0
112500.0,-20008,2.0,-39.0,2.0
202500.0,-10353,2.0,-40.0,1.0
234000.0,-20693,2.0,-39.0,2.0
180000.0,-15017,2.0,-32.0,2.0
45000.0,-22072,2.0,-39.0,2.0
135000.0,-20445,2.0,-13.0,2.0
234000.0,-16367,2.0,-39.0,0.0
112500.0,-12783,2.0,-29.0,2.0
171000.0,-11095,3.0,-52.0,2.0
180000.0,-17386,2.0,-22.0,1.0
108000.0,-13596,4.0,-39.0,2.0
112500.0,-14768,4.0,-59.0,2.0
225000.0,-16511,2.0,-30.0,1.0
90000.0,-23969,2.0,-53.0,2.0
202500.0,-21126,1.0,-41.0,2.0
148500.0,-12655,2.0,-30.0,0.0
144000.0,-15584,2.0,-11.0,2.0
67500.0,-19718,1.0,-57.0,1.0
225000.0,-18617,3.0,-20.0,1.0
450000.0,-22889,2.0,-16.0,2.0
202500.0,-18902,2.0,-7.0,2.0
225000.0,-18672,2.0,-51.0,2.0
135000.0,-10170,2.0,-26.0,0.0
180000.0,-17158,2.0,-14.0,1.0
121500.0,-17835,2.0,-31.0,2.0
112500.0,-12210,3.0,-27.0,2.0
198000.0,-24662,2.0,-60.0,2.0
135000.0,-10448,2.0,-14.0,1.0
234000.0,-10293,4.0,-22.0,2.0
337500.0,-23711,2.0,-11.0,2.0
225000.0,-13425,2.0,-11.0,2.0
225000.0,-18496,1.0,-40.0,2.0
270000.0,-17193,3.0,-56.0,2.0
562500.0,-13790,3.0,-19.0,0.0
112500.0,-9885,3.0,-5.0,0.0
180000.0,-13177,2.0,-23.0,2.0
180000.0,-8507,1.0,-24.0,0.0
180000.0,-15547,3.0,-46.0,2.0
360000.0,-17965,1.0,-17.0,0.0
157500.0,-11701,2.0,-24.0,2.0
337500.0,-16590,1.0,-6.0,0.0
225000.0,-14077,2.0,-29.0,1.0
148500.0,-19276,2.0,-50.0,1.0
81000.0,-16933,2.0,-26.0,1.0
189000.0,-13838,4.0,-21.0,2.0
292500.0,-12368,5.0,-26.0,2.0
135000.0,-13202,2.0,-29.0,2.0
157500.0,-17111,1.0,-5.0,2.0
112500.0,-15867,2.0,-23.0,2.0
135000.0,-16211,1.0,-3.0,0.0
180000.0,-9538,1.0,-5.0,2.0
171000.0,-10224,1.0,-58.0,2.0
225000.0,-12865,3.0,-24.0,2.0
67500.0,-16571,2.0,-40.0,2.0
135000.0,-15774,2.0,-46.0,2.0
112500.0,-8854,1.0,-31.0,1.0
180000.0,-13837,3.0,-15.0,2.0
225000.0,-17840,1.0,-33.0,2.0
144000.0,-21649,2.0,-52.0,2.0
292500.0,-20590,2.0,-25.0,2.0
135000.0,-19777,2.0,-11.0,2.0
315000.0,-11206,3.0,0.0,0.0
675000.0,-17964,2.0,-28.0,2.0
405000.0,-17465,2.0,-31.0,2.0
112500.0,-18365,2.0,-11.0,0.0
112500.0,-13935,4.0,-56.0,1.0
81000.0,-22021,1.0,-52.0,2.0
225000.0,-10748,2.0,-22.0,1.0
225000.0,-18186,2.0,-14.0,2.0
135000.0,-14195,4.0,-19.0,2.0
90000.0,-19482,2.0,-51.0,2.0
112500.0,-17202,2.0,-6.0,1.0
234000.0,-10293,4.0,-6.0,2.0
126000.0,-20523,2.0,-30.0,1.0
166500.0,-16427,1.0,-20.0,0.0
135000.0,-9235,2.0,-26.0,2.0
81000.0,-21360,2.0,-56.0,2.0
216000.0,-19150,2.0,-18.0,2.0
247500.0,-11914,2.0,-40.0,2.0
112500.0,-20775,2.0,-17.0,1.0
765000.0,-16503,2.0,-31.0,2.0
360000.0,-15355,3.0,-57.0,2.0
112500.0,-9312,1.0,-17.0,2.0
178200.0,-13446,1.0,-16.0,1.0
382500.0,-10446,2.0,-14.0,2.0
315000.0,-19495,2.0,-49.0,2.0
139500.0,-9649,4.0,-13.0,1.0
405000.0,-12179,3.0,-11.0,2.0
112500.0,-23570,1.0,-39.0,2.0
225000.0,-15083,4.0,-52.0,2.0
180000.0,-19558,2.0,-26.0,2.0
247500.0,-18283,2.0,-8.0,2.0
202500.0,-8637,2.0,-4.0,1.0
157500.0,-15145,2.0,-29.0,2.0
157500.0,-18133,1.0,-7.0,2.0
57150.0,-22936,1.0,-24.0,2.0
117000.0,-14407,3.0,-21.0,2.0
135000.0,-14394,1.0,-8.0,0.0
67500.0,-12821,3.0,-8.0,1.0
216000.0,-17644,2.0,-16.0,2.0
148500.0,-10325,2.0,-27.0,1.0
157500.0,-13543,2.0,-5.0,2.0
76500.0,-21486,1.0,-10.0,2.0
112500.0,-14166,1.0,-5.0,2.0
247500.0,-16269,2.0,-23.0,2.0
112500.0,-22743,1.0,-56.0,2.0
675000.0,-16500,1.0,-13.0,0.0
180000.0,-22419,1.0,-45.0,2.0
247500.0,-20939,2.0,-30.0,2.0
279000.0,-16187,3.0,-33.0,2.0
114750.0,-20325,1.0,-19.0,0.0
405000.0,-17309,2.0,-33.0,2.0
157500.0,-16424,3.0,-55.0,2.0
67500.0,-10331,4.0,-7.0,2.0
144000.0,-18563,2.0,-10.0,2.0
405000.0,-17991,2.0,-31.0,0.0
202500.0,-12496,3.0,-60.0,0.0
315000.0,-21377,2.0,-16.0,0.0
112500.0,-22061,1.0,-25.0,2.0
135000.0,-16271,2.0,-49.0,1.0
225000.0,-20641,2.0,-21.0,2.0
139500.0,-14355,3.0,0.0,1.0
157500.0,-16908,2.0,-39.0,2.0
225000.0,-22543,2.0,-40.0,2.0
202500.0,-15231,2.0,-4.0,2.0
157500.0,-20929,1.0,-60.0,2.0
225000.0,-15277,3.0,-48.0,0.0
234000.0,-11970,3.0,-31.0,2.0
247500.0,-13788,1.0,-13.0,2.0
135000.0,-14038,4.0,-6.0,2.0
270000.0,-20854,3.0,-28.0,2.0
126000.0,-10075,2.0,-45.0,2.0
112500.0,-10177,2.0,-39.0,1.0
135000.0,-13319,2.0,-34.0,0.0
225000.0,-20470,1.0,-3.0,1.0
112500.0,-16784,2.0,-48.0,1.0
157500.0,-11771,4.0,-44.0,2.0
144000.0,-22643,2.0,-28.0,1.0
157500.0,-21585,2.0,-53.0,2.0
292500.0,-17011,2.0,-26.0,2.0
157500.0,-16888,2.0,-31.0,2.0
157500.0,-17040,1.0,-11.0,2.0
58500.0,-14731,2.0,-49.0,2.0
540000.0,-17504,2.0,-12.0,0.0
180000.0,-19881,2.0,-22.0,2.0
135000.0,-11278,3.0,-1.0,1.0
360000.0,-15812,4.0,-20.0,2.0
216000.0,-15444,4.0,-24.0,2.0
126000.0,-20113,2.0,-7.0,2.0
135000.0,-22119,2.0,-20.0,2.0
126000.0,-23095,2.0,-38.0,2.0
76500.0,-18177,2.0,-40.0,0.0
270000.0,-19963,2.0,-50.0,2.0
99000.0,-22657,2.0,-55.0,1.0
67500.0,-12829,2.0,-19.0,2.0
716323.5,-9377,1.0,-41.0,2.0
90000.0,-19461,2.0,-28.0,0.0
270000.0,-11451,2.0,-26.0,1.0
90000.0,-15859,2.0,-36.0,1.0
247500.0,-16340,2.0,-33.0,0.0
157500.0,-17211,2.0,-13.0,2.0
180000.0,-22730,1.0,-29.0,2.0
117000.0,-17087,2.0,-50.0,2.0
67500.0,-18150,2.0,-45.0,2.0
202500.0,-12992,2.0,-25.0,2.0
202500.0,-14858,2.0,-10.0,0.0
234000.0,-11970,3.0,-25.0,2.0
112500.0,-18484,2.0,-39.0,2.0
337500.0,-18080,2.0,-6.0,2.0
90000.0,-18992,2.0,-4.0,0.0
229500.0,-16641,2.0,-37.0,0.0
99000.0,-20064,2.0,-12.0,2.0
135000.0,-13803,4.0,-29.0,2.0
225000.0,-17822,2.0,-1.0,1.0
202500.0,-9672,2.0,-6.0,2.0
292500.0,-14670,4.0,-52.0,1.0
202500.0,-18281,2.0,-4.0,1.0
94500.0,-24285,2.0,-28.0,2.0
315000.0,-10655,2.0,-39.0,2.0
90000.0,-21117,1.0,-19.0,1.0
184500.0,-13916,2.0,-12.0,2.0
67500.0,-18939,2.0,-7.0,2.0
225000.0,-10090,2.0,-13.0,2.0
211500.0,-21935,2.0,-25.0,0.0
202500.0,-13745,2.0,-24.0,2.0
112500.0,-21456,2.0,-10.0,2.0
247500.0,-12843,2.0,-13.0,2.0
135000.0,-21790,1.0,-17.0,2.0
360000.0,-17763,2.0,-28.0,2.0
270000.0,-20103,2.0,-4.0,1.0
171000.0,-19881,1.0,0.0,0.0
135000.0,-9594,3.0,-21.0,1.0
112500.0,-23579,2.0,-20.0,1.0
72000.0,-9211,2.0,-8.0,1.0
220500.0,-23113,2.0,-38.0,2.0
202500.0,-15207,3.0,-40.0,1.0
108000.0,-19316,2.0,-33.0,2.0
76500.0,-20382,2.0,-9.0,2.0
135000.0,-21394,2.0,-27.0,2.0
315000.0,-14679,2.0,-22.0,0.0
261000.0,-10028,2.0,-19.0,2.0
247500.0,-15606,3.0,-49.0,2.0
810000.0,-17922,3.0,-47.0,2.0
112500.0,-20132,1.0,-43.0,2.0
135000.0,-23939,1.0,-16.0,1.0
90000.0,-19867,1.0,-34.0,0.0
90000.0,-14271,1.0,-2.0,1.0
315000.0,-18064,1.0,-38.0,1.0
315000.0,-16990,2.0,-51.0,2.0
112500.0,-10853,3.0,-22.0,1.0
175500.0,-18676,4.0,-19.0,1.0
112500.0,-15447,5.0,-3.0,1.0
225000.0,-23868,2.0,-8.0,0.0
225000.0,-11020,1.0,-30.0,2.0
90000.0,-17715,3.0,-9.0,0.0
225000.0,-15966,2.0,-21.0,0.0
202500.0,-22318,2.0,-14.0,1.0
157500.0,-17576,2.0,-50.0,2.0
202500.0,-10106,2.0,-58.0,2.0
135000.0,-23750,2.0,-16.0,0.0
225000.0,-17329,2.0,0.0,1.0
90000.0,-18386,1.0,-27.0,2.0
112500.0,-8759,2.0,-20.0,2.0
135000.0,-13566,2.0,-25.0,2.0
126000.0,-13386,3.0,-13.0,2.0
360000.0,-18899,1.0,-35.0,2.0
112500.0,-14133,4.0,-52.0,2.0
90000.0,-22142,2.0,-8.0,2.0
180000.0,-12039,3.0,-18.0,2.0
180000.0,-10774,3.0,-16.0,0.0
225000.0,-21362,2.0,-30.0,2.0
112500.0,-22824,1.0,-8.0,2.0
135000.0,-16066,4.0,-56.0,2.0
135000.0,-22569,2.0,-51.0,2.0
67500.0,-12101,3.0,-33.0,2.0
126000.0,-21835,2.0,-39.0,2.0
112500.0,-21041,1.0,-42.0,1.0
270000.0,-23768,2.0,-40.0,2.0
184500.0,-18013,2.0,-39.0,2.0
180000.0,-23431,1.0,-14.0,1.0
202500.0,-10482,2.0,-17.0,2.0
180000.0,-23789,1.0,-33.0,0.0
540000.0,-20074,2.0,-26.0,2.0
76500.0,-11978,4.0,-18.0,2.0
130500.0,-12676,2.0,-23.0,2.0
270000.0,-21088,2.0,-6.0,2.0
157500.0,-11814,4.0,-28.0,2.0
202500.0,-16499,3.0,-11.0,2.0
112500.0,-18731,2.0,-7.0,2.0
90000.0,-21833,2.0,-12.0,2.0
139500.0,-17801,2.0,-27.0,1.0
225000.0,-16082,2.0,-60.0,2.0
67500.0,-15052,4.0,-28.0,2.0
351000.0,-21574,2.0,-16.0,0.0
270000.0,-12927,4.0,-42.0,2.0
157500.0,-23173,2.0,-51.0,2.0
135000.0,-21374,2.0,-1.0,0.0
126000.0,-21800,2.0,-10.0,2.0
292500.0,-12284,1.0,-12.0,0.0
157500.0,-11318,3.0,-18.0,2.0
225000.0,-14476,4.0,-12.0,2.0
202500.0,-11813,3.0,-9.0,2.0
99000.0,-10033,2.0,-11.0,1.0
157500.0,-12289,2.0,-51.0,1.0
67500.0,-15563,2.0,-46.0,2.0
405000.0,-17465,2.0,-33.0,0.0
112500.0,-17956,3.0,-6.0,2.0
360000.0,-16480,2.0,-52.0,2.0
157500.0,-23660,2.0,-50.0,2.0
234000.0,-10293,4.0,-16.0,2.0
495000.0,-14358,1.0,-7.0,2.0
315000.0,-12912,1.0,-50.0,2.0
225000.0,-10796,4.0,-27.0,2.0
360000.0,-12483,2.0,-34.0,2.0
90000.0,-12849,2.0,-17.0,2.0
180000.0,-12520,2.0,-36.0,1.0
202500.0,-18752,2.0,-41.0,2.0
360000.0,-12615,3.0,-39.0,2.0
135000.0,-18875,3.0,-58.0,0.0
315000.0,-21601,2.0,-39.0,1.0
135000.0,-10712,2.0,-55.0,2.0
225000.0,-14869,4.0,-24.0,2.0
135000.0,-13833,3.0,-19.0,0.0
135000.0,-23094,2.0,-34.0,2.0
270000.0,-16999,1.0,-11.0,1.0
166500.0,-10794,2.0,-8.0,2.0
288000.0,-16181,1.0,-17.0,2.0
85500.0,-16525,3.0,-9.0,2.0
157500.0,-12676,2.0,-27.0,1.0
202500.0,-8568,1.0,-15.0,2.0
157500.0,-17567,2.0,-58.0,1.0
157500.0,-13039,7.0,-15.0,1.0
180000.0,-10826,2.0,-60.0,2.0
157500.0,-9697,3.0,-44.0,0.0
292500.0,-19939,2.0,-16.0,2.0
112500.0,-10475,1.0,-26.0,2.0
135000.0,-13241,2.0,-33.0,2.0
76500.0,-13123,2.0,-41.0,2.0
562500.0,-13790,3.0,-38.0,2.0
382500.0,-16269,3.0,-11.0,1.0
189000.0,-21845,1.0,-10.0,2.0
202500.0,-21064,2.0,-1.0,1.0
67500.0,-21027,2.0,-54.0,2.0
157500.0,-13633,4.0,-45.0,2.0
110250.0,-14129,1.0,-17.0,2.0
225000.0,-19089,1.0,-46.0,2.0
135000.0,-15923,2.0,-21.0,2.0
216000.0,-19150,2.0,-20.0,2.0
225000.0,-14667,2.0,-50.0,2.0
90000.0,-12154,2.0,-35.0,2.0
157500.0,-9876,2.0,-9.0,2.0
225000.0,-12640,3.0,-15.0,2.0
225000.0,-10182,1.0,-23.0,2.0
270000.0,-13805,1.0,-2.0,0.0
157500.0,-18540,1.0,-17.0,1.0
148500.0,-20723,1.0,-16.0,0.0
207000.0,-13297,4.0,-30.0,2.0
247500.0,-14122,2.0,-18.0,2.0
202500.0,-8442,1.0,-2.0,1.0
157500.0,-23758,2.0,-46.0,2.0
315000.0,-15506,3.0,-60.0,2.0
225000.0,-11616,2.0,-44.0,0.0
117000.0,-9975,4.0,-10.0,2.0
306000.0,-14897,2.0,-45.0,2.0
270000.0,-13258,4.0,-30.0,2.0
90000.0,-21454,2.0,-10.0,2.0
112500.0,-22970,2.0,-57.0,2.0
157500.0,-12915,2.0,-12.0,2.0
180000.0,-15358,1.0,-13.0,2.0
351000.0,-21574,2.0,-4.0,2.0
135000.0,-9430,3.0,-24.0,1.0
180000.0,-13767,3.0,-35.0,1.0
148500.0,-19276,2.0,-22.0,0.0
157500.0,-22640,1.0,-15.0,2.0
112500.0,-16018,3.0,-19.0,0.0
315000.0,-19495,2.0,-47.0,0.0
202500.0,-17585,2.0,-38.0,2.0
99000.0,-22181,2.0,-32.0,1.0
112500.0,-9985,4.0,-25.0,1.0
112500.0,-9383,2.0,-2.0,1.0
225000.0,-10321,3.0,-27.0,0.0
112500.0,-10668,4.0,-13.0,1.0
180000.0,-17289,2.0,-25.0,1.0
135000.0,-19841,2.0,-60.0,2.0
180000.0,-22385,1.0,-3.0,1.0
225000.0,-8488,2.0,-36.0,2.0
112500.0,-20536,1.0,-43.0,1.0
157500.0,-20404,1.0,-28.0,2.0
270000.0,-10425,3.0,-31.0,0.0
126000.0,-10302,2.0,-44.0,2.0
315000.0,-12621,4.0,-20.0,2.0
180000.0,-13926,1.0,-4.0,2.0
166500.0,-16416,2.0,-32.0,0.0
180000.0,-14756,1.0,-9.0,2.0
270000.0,-9815,1.0,-28.0,1.0
234000.0,-12226,4.0,-5.0,2.0
202500.0,-19120,2.0,-48.0,0.0
180000.0,-15153,2.0,-18.0,0.0
85500.0,-14274,4.0,-35.0,2.0
90000.0,-15179,3.0,-38.0,2.0
135000.0,-18043,3.0,-4.0,0.0
405000.0,-11842,3.0,-55.0,2.0
157500.0,-18571,2.0,-7.0,2.0
180000.0,-10940,3.0,-49.0,2.0
76500.0,-19709,1.0,-6.0,1.0
180000.0,-15988,3.0,-25.0,2.0
270000.0,-13360,4.0,-4.0,1.0
206100.0,-20296,2.0,-1.0,1.0
157500.0,-13994,5.0,-9.0,2.0
225000.0,-9811,2.0,-51.0,2.0
270000.0,-10390,1.0,-31.0,1.0
225000.0,-11549,3.0,-7.0,2.0
270000.0,-12443,3.0,-11.0,1.0
238500.0,-15203,2.0,-12.0,2.0
67500.0,-13882,3.0,-9.0,2.0
202500.0,-22101,1.0,-39.0,0.0
225000.0,-14776,4.0,-45.0,2.0
135000.0,-10511,2.0,-35.0,1.0
315000.0,-19653,2.0,-11.0,1.0
99000.0,-18692,3.0,-17.0,2.0
135000.0,-13441,5.0,-37.0,0.0
90000.0,-24665,2.0,-52.0,2.0
225000.0,-17821,2.0,-43.0,2.0
112500.0,-22119,1.0,-7.0,2.0
180000.0,-10438,2.0,-42.0,2.0
180000.0,-11908,2.0,-29.0,1.0
99000.0,-16323,3.0,-51.0,2.0
135000.0,-11278,3.0,-40.0,2.0
90000.0,-15124,2.0,-22.0,2.0
135000.0,-17235,2.0,-23.0,2.0
112500.0,-13080,3.0,-27.0,2.0
225000.0,-13336,2.0,-27.0,2.0
135000.0,-17733,2.0,-23.0,2.0
157500.0,-10087,4.0,0.0,1.0
112500.0,-19474,2.0,-9.0,0.0
382500.0,-10136,2.0,-34.0,2.0
202500.0,-13539,3.0,-3.0,1.0
292500.0,-10297,2.0,-14.0,2.0
157500.0,-23587,2.0,-44.0,1.0
99000.0,-24611,1.0,-37.0,2.0
90000.0,-20032,2.0,-8.0,1.0
180000.0,-14530,2.0,-7.0,0.0
247500.0,-17330,2.0,-47.0,2.0
90000.0,-12019,2.0,-47.0,2.0
148500.0,-12279,2.0,-48.0,1.0
90000.0,-15988,4.0,-11.0,2.0
112500.0,-19087,2.0,-36.0,1.0
225000.0,-16768,4.0,-14.0,1.0
67500.0,-13243,4.0,-54.0,2.0
157500.0,-13549,3.0,-36.0,1.0
157500.0,-17340,2.0,-22.0,2.0
180000.0,-13809,3.0,-16.0,2.0
225000.0,-16783,3.0,-36.0,2.0
126000.0,-19191,1.0,-27.0,2.0
72000.0,-21908,2.0,-45.0,2.0
90000.0,-16459,2.0,-1.0,0.0
112500.0,-16804,2.0,-45.0,1.0
315000.0,-14356,3.0,-14.0,2.0
247500.0,-17330,2.0,-40.0,2.0
157500.0,-10845,3.0,-24.0,2.0
175500.0,-10917,3.0,-5.0,2.0
112500.0,-10551,3.0,-23.0,2.0
135000.0,-19548,1.0,-12.0,1.0
202500.0,-21126,1.0,-55.0,2.0
126000.0,-16468,4.0,-41.0,2.0
180000.0,-14883,2.0,-19.0,2.0
225000.0,-18824,3.0,-8.0,2.0
202500.0,-15460,4.0,-36.0,2.0
112500.0,-16285,2.0,-27.0,0.0
270000.0,-16197,2.0,-54.0,2.0
202500.0,-21126,1.0,-24.0,2.0
157500.0,-10336,2.0,-10.0,2.0
148500.0,-17107,2.0,-27.0,1.0
279000.0,-11042,1.0,-11.0,2.0
337500.0,-14408,2.0,-18.0,0.0
225000.0,-11202,1.0,-16.0,2.0
202500.0,-14152,3.0,-24.0,2.0
180000.0,-16091,2.0,-5.0,2.0
360000.0,-13576,3.0,-49.0,2.0
76500.0,-11191,4.0,-23.0,1.0
112500.0,-10664,2.0,-16.0,2.0
157500.0,-13463,1.0,-43.0,1.0
157500.0,-11811,4.0,-32.0,2.0
450000.0,-22889,2.0,-17.0,2.0
99000.0,-21678,1.0,-18.0,2.0
90000.0,-22062,1.0,-49.0,2.0
211500.0,-14636,2.0,-37.0,2.0
157500.0,-16783,2.0,-16.0,2.0
211500.0,-22517,1.0,-52.0,0.0
180000.0,-23594,1.0,-32.0,2.0
90000.0,-13847,4.0,-24.0,2.0
270000.0,-20103,2.0,-31.0,2.0
171000.0,-16938,1.0,-44.0,2.0
562500.0,-13790,3.0,-39.0,2.0
292500.0,-19865,2.0,-44.0,2.0
67500.0,-24521,2.0,-5.0,1.0
81000.0,-12615,2.0,-16.0,1.0
90000.0,-15945,2.0,-9.0,2.0
234000.0,-21967,2.0,-53.0,2.0
270000.0,-16140,2.0,-12.0,2.0
202500.0,-15862,2.0,-29.0,1.0
225000.0,-16768,4.0,-34.0,2.0
405000.0,-17427,2.0,-37.0,1.0
135000.0,-10317,2.0,-22.0,2.0
360450.0,-18854,2.0,-60.0,2.0
315000.0,-14170,2.0,-18.0,2.0
225000.0,-15090,3.0,-23.0,2.0
131400.0,-23646,2.0,-10.0,2.0
216000.0,-11974,2.0,0.0,1.0
67500.0,-19766,2.0,-4.0,2.0
157500.0,-13146,2.0,-51.0,0.0
202500.0,-9672,2.0,-11.0,2.0
112500.0,-14778,2.0,-3.0,1.0
67500.0,-21027,2.0,-22.0,2.0
180000.0,-13100,2.0,-6.0,2.0
180000.0,-9667,2.0,-6.0,1.0
112500.0,-22720,2.0,-44.0,2.0
135000.0,-21377,2.0,-17.0,0.0
180000.0,-17483,2.0,-7.0,2.0
180000.0,-21369,2.0,-38.0,2.0
63000.0,-24000,2.0,-7.0,1.0
405000.0,-11957,2.0,-59.0,2.0
112500.0,-13656,3.0,-33.0,2.0
81000.0,-11978,2.0,-46.0,2.0
135000.0,-20822,2.0,-46.0,1.0
157500.0,-19185,2.0,-37.0,1.0
126000.0,-12301,3.0,-10.0,2.0
202500.0,-21186,2.0,-24.0,2.0
427500.0,-15085,3.0,-41.0,2.0
135000.0,-16965,2.0,-37.0,2.0
148500.0,-21284,2.0,-38.0,2.0
180000.0,-20283,1.0,-16.0,1.0
270000.0,-16940,1.0,-8.0,2.0
225000.0,-13021,2.0,-5.0,0.0
206100.0,-20296,2.0,-31.0,2.0
405000.0,-16920,3.0,-7.0,2.0
135000.0,-13299,2.0,-3.0,0.0
180000.0,-22041,2.0,-56.0,2.0
180000.0,-11542,4.0,-1.0,1.0
225000.0,-16314,2.0,-56.0,0.0
135000.0,-16989,2.0,-5.0,2.0
135000.0,-14521,2.0,-42.0,2.0
90000.0,-19304,1.0,-4.0,2.0
157500.0,-14098,2.0,-12.0,1.0
157500.0,-20831,2.0,-7.0,0.0
94500.0,-22527,2.0,-1.0,1.0
247500.0,-14462,2.0,-4.0,2.0
202500.0,-12245,2.0,-32.0,2.0
121500.0,-9740,2.0,-26.0,2.0
180000.0,-11075,4.0,-46.0,1.0
90000.0,-19464,1.0,-2.0,1.0
202500.0,-10564,2.0,-7.0,2.0
90000.0,-11639,2.0,-14.0,2.0
315000.0,-11725,2.0,-19.0,0.0
112500.0,-12974,4.0,-31.0,2.0
337500.0,-10266,2.0,-15.0,2.0
171000.0,-21700,2.0,-25.0,2.0
112500.0,-18491,2.0,-37.0,1.0
225000.0,-19690,1.0,-19.0,2.0
360000.0,-13958,2.0,-33.0,2.0
135000.0,-10980,5.0,-53.0,1.0
90000.0,-16459,2.0,-49.0,1.0
135000.0,-18090,2.0,-52.0,2.0
135000.0,-18524,2.0,-19.0,1.0
180000.0,-14279,1.0,-28.0,1.0
148500.0,-21512,2.0,-43.0,2.0
270000.0,-9154,2.0,-3.0,1.0
162000.0,-11495,1.0,-27.0,2.0
157500.0,-16271,1.0,-20.0,2.0
90000.0,-23120,2.0,-20.0,2.0
112500.0,-18666,2.0,-7.0,2.0
247500.0,-19852,2.0,-12.0,2.0
162000.0,-22290,2.0,-10.0,2.0
144000.0,-10337,1.0,-60.0,1.0
315000.0,-16359,3.0,-9.0,1.0
90000.0,-16691,3.0,-31.0,2.0
157500.0,-11206,3.0,-33.0,2.0
225000.0,-15377,4.0,-51.0,1.0
337500.0,-14840,3.0,-26.0,2.0
94500.0,-13870,2.0,-37.0,2.0
112500.0,-10881,4.0,-43.0,2.0
247500.0,-12099,5.0,-30.0,2.0
225000.0,-12195,1.0,-43.0,2.0
54000.0,-12475,5.0,-1.0,0.0
121500.0,-21620,2.0,-14.0,0.0
189000.0,-20233,2.0,-17.0,2.0
157500.0,-14238,5.0,-26.0,2.0
630000.0,-21982,1.0,-56.0,2.0
81000.0,-13527,2.0,-18.0,1.0
360000.0,-11111,2.0,-20.0,2.0
166500.0,-13156,2.0,-17.0,1.0
225000.0,-18868,2.0,-52.0,2.0
130500.0,-13520,2.0,-45.0,2.0
270000.0,-17594,2.0,-5.0,1.0
76500.0,-20612,2.0,-42.0,2.0
117000.0,-15607,2.0,-53.0,2.0
112500.0,-18731,2.0,-38.0,2.0
270000.0,-21185,1.0,0.0,1.0
135000.0,-13833,3.0,-11.0,1.0
247500.0,-21222,1.0,-9.0,1.0
450000.0,-15960,1.0,-5.0,0.0
157500.0,-14474,3.0,-13.0,0.0
261000.0,-8477,1.0,-20.0,2.0
135000.0,-15888,1.0,-7.0,1.0
112500.0,-15171,3.0,-32.0,2.0
270000.0,-15237,2.0,-7.0,0.0
135000.0,-23224,1.0,-13.0,2.0
360000.0,-14537,2.0,-5.0,2.0
135000.0,-16150,2.0,-50.0,2.0
180000.0,-16819,3.0,-9.0,2.0
202500.0,-13354,1.0,-35.0,1.0
135000.0,-12523,3.0,-46.0,2.0
405000.0,-17465,2.0,-6.0,0.0
135000.0,-20986,2.0,-15.0,1.0
202500.0,-16391,3.0,-24.0,2.0
135000.0,-20822,2.0,-2.0,1.0
135000.0,-13241,2.0,-39.0,2.0
76500.0,-15097,2.0,-8.0,2.0
180000.0,-13767,3.0,-48.0,1.0
157500.0,-9066,3.0,-33.0,2.0
135000.0,-16300,2.0,-57.0,2.0
144000.0,-15394,2.0,-30.0,2.0
315000.0,-13455,4.0,-39.0,2.0
112500.0,-9301,2.0,-28.0,0.0
234000.0,-11511,3.0,-33.0,1.0
112500.0,-13656,3.0,-19.0,1.0
157500.0,-15100,3.0,-12.0,1.0
135000.0,-15675,2.0,-17.0,2.0
405000.0,-12732,3.0,-11.0,2.0
222750.0,-16944,2.0,-54.0,1.0
99000.0,-17952,1.0,-16.0,2.0
189000.0,-16395,2.0,-35.0,0.0
315000.0,-12348,4.0,-50.0,2.0
202500.0,-19631,2.0,-3.0,1.0
112500.0,-20843,2.0,-36.0,2.0
112500.0,-14000,2.0,-40.0,2.0
90000.0,-18744,2.0,-21.0,2.0
234000.0,-13923,2.0,-20.0,0.0
315000.0,-15738,2.0,-13.0,2.0
135000.0,-15013,3.0,-38.0,2.0
135000.0,-17068,2.0,-21.0,2.0
45000.0,-21740,2.0,-2.0,0.0
225000.0,-21729,2.0,-8.0,0.0
225000.0,-11378,3.0,-12.0,2.0
189000.0,-11700,3.0,-19.0,2.0
180000.0,-15001,3.0,-9.0,0.0
157500.0,-11938,3.0,-30.0,0.0
81000.0,-11882,3.0,-39.0,2.0
135000.0,-12018,2.0,-51.0,0.0
157500.0,-22640,1.0,-12.0,1.0
180000.0,-10581,3.0,-52.0,2.0
90000.0,-16372,2.0,-54.0,2.0
103500.0,-18826,2.0,-14.0,1.0
225000.0,-14030,1.0,-53.0,2.0
135000.0,-13211,2.0,-16.0,2.0
90000.0,-17213,2.0,-6.0,0.0
270000.0,-19982,2.0,-5.0,1.0
180000.0,-9810,2.0,-40.0,1.0
202500.0,-16184,3.0,-15.0,1.0
202500.0,-12022,2.0,-56.0,2.0
225000.0,-20538,1.0,-41.0,2.0
122400.0,-20952,2.0,-24.0,0.0
157500.0,-21791,1.0,-28.0,2.0
270000.0,-13669,4.0,-58.0,0.0
180000.0,-15480,2.0,-40.0,2.0
135000.0,-23146,1.0,-14.0,2.0
202500.0,-14069,3.0,-44.0,2.0
360000.0,-16027,4.0,-20.0,1.0
225000.0,-14731,4.0,-32.0,1.0
110250.0,-14129,1.0,-46.0,2.0
270000.0,-23310,1.0,-10.0,2.0
144000.0,-14427,2.0,-26.0,1.0
103500.0,-18292,2.0,-14.0,2.0
